nr.	cuiio	idno
3851	40415627	1007608001476
3852	40416160	1007611002202
3853	40417017	1007602006479
3854	40417253	1007607004182
3855	40418904	1007609003075
3856	40419737	1007608001948
3857	40420077	1007602007133
3858	40420965	1007604004077
3859	40421131	1007600039000
3860	40421160	1007600039055
3861	40421198	1007600039103
3862	40422283	1007600040525
3863	40423897	1007600042725
3864	40423905	1007600042736
3865	40424282	1007600043180
3866	40424307	1007600043238
3867	40424553	1007600043607
3868	40424661	1007600043788
3869	40424767	1007600043973
3870	40424891	1007600044143
3871	40424951	1007600044280
3872	40425057	1007600044202
3873	40425592	1007600044958
3874	40428452	1007609003765
3875	40428475	1007609003798
3876	40429339	1007605003631
3877	40429701	1007604004572
3878	40430360	1007608002071
3879	40431744	1007600046871
3880	40431750	1007600047018
3881	40431789	1007600047384
3882	40432130	1007600047580
3883	40432382	1007600047915
3884	40432531	1007600047982
3885	40432577	1007600048369
3886	40432732	1007600048288
3887	40432956	1007600048635
3888	40433306	1007600049056
3889	40433370	1007600049481
3890	40433660	1007600049492
3891	40433811	1007600049791
3892	40433855	1007600049908
3893	40434464	1007600050906
3894	40434915	1007600051556
3895	40435050	1007600051464
3896	40435239	1007600051763
3897	40435512	1007600052173
3898	40435854	1007600052645
3899	40436635	1007600053675
3900	40436664	1007600053697
3901	40437072	1007600054258
3902	40437770	1007600055200
3903	40438427	1007600055990
3904	40438841	1007600056540
3905	40439020	1007600056724
3906	40439088	1009600043449
3907	40439119	1009600043416
3908	40439125	1007600056872
3909	40439409	1007600057411
3910	40439740	1007600057868
3911	40439786	1007600057905
3912	40439792	1007600057938
3913	40440594	1007602008602
3914	40441004	1007606005001
3915	40441151	1007606005218
3916	40441317	1007607005994
3917	40442274	1007604004789
3918	40442647	1007603005000
3919	40443109	1007611003335
3920	40443291	1007611003483
3921	40443701	1007608002484
3922	40443990	1007602009470
3923	40445097	1007600059677
3924	40445216	1007600060387
3925	40445404	17906550
3926	40445739	1007600063458
3927	40445930	1007600064787
3928	40447811	1007600075039
3929	40448963	1008600002005
3930	40450233	1007611003623
3931	40450405	1007611003863
3932	40450658	1007605004247
3933	40450807	1007605004579
3934	40450836	1007602009779
3935	40451066	1007602010238
3936	40451310	1007607006795
3937	40451416	1007602009849
3938	40451497	1007602010308
3939	40451631	1007602010490
3940	40451698	1007602010618
3941	40451787	1007609004588
3942	40452692	1007605004650
3943	40452829	1007605004834
3944	40453504	1007611004549
3945	40453600	1007603005859
3946	40454490	1007600058348
3947	40454515	1007600058371
3948	40455420	1007601010943
3949	40457927	1007600062897
3950	40458364	1007600063470
3951	40458453	1007600063609
3952	40458507	1007600063621
3953	40458536	1007600063492
3954	40458938	1007600064204
3955	40458973	1007600064293
3956	40459180	1007600065038
3957	40459814	1007600065382
3958	40461297	1007600067272
3959	40461627	1007600067700
3960	40461863	1007600068051
3961	40462226	1007600068383
3962	40462472	1007600068671
3963	40462503	1007600068741
3964	40462526	1007600068763
3965	40462673	1007600068947
3966	40462816	1007600069140
3967	40462822	1007600069106
3968	40462845	1007600069139
3969	40462868	1007600069173
3970	40463170	1007600069829
3971	40463336	1007600069782
3972	40463448	1007600069944
3973	40463891	1007600070492
3974	40464092	1007600070768
3975	40465163	1007608003067
3976	40465921	1007604005867
3977	40465950	1007604005890
3978	40467274	1007611005052
3979	40467280	1007611005133
3980	40467297	1007611005063
3981	40467699	1007604006141
3982	40469244	1007603006362
3983	40469439	1007604006440
3984	40469445	1007604006473
3985	40469511	1007604006565
3986	40469867	1007602012704
3987	40471620	1007600073426
3988	40471896	1007600073839
3989	40472022	1007600073998
3990	40472981	1007600075420
3991	40473843	1007600076519
3992	40474274	1007600077158
3993	40476416	1007607008364
3994	40476876	1007602013480
3995	40476913	1007604006808
3996	40477864	1007603006627
3997	40477887	1007603006649
3998	40478881	1008602000267
3999	40481392	1008600001097
4000	40481400	1008600001444
4001	40481475	1008600001215
4002	40481860	1008600001813
4003	40482243	1008600002418
4004	40482351	1008600002577
4005	40483401	1008600004157
4006	40483497	1008600004308
4007	40483824	1008600004663
4008	40485846	1008606000449
4009	40485906	1008606000519
4010	40486685	1008602000784
4011	40486716	1008602000810
4012	40487176	1008607000424
4013	40487880	1008607000893
4014	40488900	1008605001209
4015	40490770	1008600007468
4016	40491077	1008600008041
4017	40491232	1008600008155
4018	40491284	1008600008203
4019	40491456	1008600008454
4020	40491835	1008600008812
4021	40492409	1008600009738
4022	40492757	1008600010035
4023	40493320	1008600010884
4024	40493343	1008600010909
4025	40494207	1008600012121
4026	40494532	1008600012257
4027	40494578	1008600013003
4028	40495264	1008602001116
4029	40495885	1008609001540
4030	40496716	1008602001596
4031	40496821	1008602001703
4032	40497269	1008606001321
4033	40499009	1008603001191
4034	40500349	1008600006852
4035	40500669	1008600007767
4036	40500861	1008600009532
4037	40501031	1008600011467
4038	40501048	1008600011548
4039	40501640	1008600013863
4040	40502036	1023606008176
4041	40502763	1008600020184
4042	40503024	1008600021815
4043	40503509	1008600023635
4044	40505655	1008602002607
4045	40506198	1008605001759
4046	40506726	1008602002870
4047	40506815	1008602002995
4048	40506850	1008602003006
4049	40507714	1008611001268
4050	40507789	1008611001408
4051	40507884	1008609002592
4052	40509156	1008605002044
4053	40509357	1008602003202
4054	40509541	1008602003431
4055	40509593	1008602003648
4056	40510171	1008608001484
4057	40510627	42452012
4058	40515621	1008600012501
4059	40515748	1008600012682
4060	40515895	1008600012925
4061	40515926	1008600012970
4062	40516127	1008600013357
4063	40516280	1008600013553
4064	40516417	1008600013575
4065	40516831	1008600014262
4066	40517121	1008600014675
4067	40517210	1008600014848
4068	40517658	1008600015317
4069	40517730	1008600015476
4070	40517894	1008600015719
4071	40518215	1008600016130
4072	40518267	1008600016211
4073	40518735	1008600016668
4074	40518847	1008600016820
4075	40519232	1008600017469
4076	40519315	1008600017621
4077	40519410	1008600017816
4078	40519449	1008600017894
4079	40519574	1008600017861
4080	40519634	1008600018031
4081	40519686	1008600018123
4082	40519775	1008600018237
4083	40520146	1008600018743
4084	40520229	1008600018868
4085	40521140	1008600020564
4086	40521335	1008600020117
4087	40521542	1008600020368
4088	40521973	1008600021033
4089	40522582	1008600021848
4090	40523274	1008600022627
4091	40523400	1008600022856
4092	40523446	1008600022948
4093	40523564	1008600023107
4094	40523825	1008600023554
4095	40524463	1008600024481
4096	40524477	1008600024540
4097	40524948	1008600025260
4098	40525149	1008600025341
4099	40525341	1008607003469
4100	40525439	1008607003573
4101	40526019	1008602003947
4102	40526031	1008602003729
4103	40526858	1008604003147
4104	40527651	1008602003925
4105	40527958	1008609003278
4106	40528120	1008609003452
4107	40529727	1008608001543
4108	40531084	1008605003421
4109	40532238	1008611002014
4110	40532327	1008611002128
4111	40533120	1008602005457
4112	40533255	1008602005594
4113	40533261	1008602005631
4114	40534131	1008608002115
4115	40534545	1008609003957
4116	40535061	1008604004432
4117	40535679	1008600025776
4118	40535892	1008600026223
4119	40535900	1008600026245
4120	40536526	1008600026717
4121	40536644	1008600027231
4122	40536940	1008600027644
4123	40537218	1008600028032
4124	40537419	1008600028179
4125	40537566	1008600028423
4126	40537951	1008600028917
4127	40538034	1008600029051
4128	40538293	1008600029257
4129	40538608	1008600029811
4130	40538962	1008600030392
4131	40539654	1008600031193
4132	40539855	1008600031436
4133	40540249	1008600032031
4134	40540278	1008600032064
4135	40540290	1008600032097
4136	40540427	1008600032318
4137	40540812	1008600032813
4138	40541556	1008600033876
4139	40541668	1008600033991
4140	40541674	1008600034002
4141	40541881	1008600034242
4142	40542047	1008600034563
4143	40542068	1008600034633
4144	40542194	1008600034828
4145	40542633	1008600035261
4146	40542656	1008600035294
4147	40542834	1008600035526
4148	40543035	1008600035906
4149	40543325	1008600036246
4150	40543561	1008600036589
4151	40543584	1008600036969
4152	40543905	1008600036958
4153	40543957	1008600037047
4154	40544106	1008600037243
4155	40544164	1008600037391
4156	40544371	1008600037623
4157	40544559	1008600037911
4158	40544566	1008600037922
4159	40544939	1008600038398
4160	40545560	1008600039292
4161	40545844	1008600039638
4162	40545881	1008600039720
4163	40545946	1008600039937
4164	40545962	1008600040762
4165	40546430	1008602006546
4166	40546950	1008606004322
4167	40547263	1008602006270
4168	40547694	1008609004725
4169	40547748	1008607004846
4170	40547754	1008607004857
4171	40548251	1008604004753
4172	40548587	1008606004791
4173	40548819	1008602006801
4174	40549954	1008611002863
4175	40549960	1008611002922
4176	40550348	1008606005156
4177	40550549	1008602006982
4178	40551106	1008609004839
4179	40551359	1008608002230
4180	40551543	1008608002436
4181	40551784	1008600040267
4182	40551856	1008600040359
4183	40552092	1008600040751
4184	40552206	1008600040957
4185	40552241	1008600041013
4186	40552442	1008600041323
4187	40552620	1008600041596
4188	40552659	1008600041622
4189	40553134	1008600042168
4190	40553335	1008600042397
4191	40553499	1008600042571
4192	40553752	1008600042984
4193	40553861	1008600043109
4194	40553950	1008600043246
4195	40554116	1008600043512
4196	40554464	1008600043936
4197	40554659	1008600044173
4198	40554814	1008600044416
4199	40554895	1008600044531
4200	40554949	1008600044612
4201	40555143	1008600044667
4202	40555239	1008600045022
4203	40555363	1008600044793
4204	40555417	1008600045251
4205	40555541	1008600045413
4206	40556026	1008600046041
4207	40556109	1008600046133
4208	40556747	1008602008403
4209	40557445	1008605004875
4210	40557480	1008605005001
4211	40558309	1008604005314
4212	40558887	1008611003262
4213	40559190	1008602007864
4214	40559450	1008606005710
4215	40560950	1008600034998
4216	40561151	1008600036327
4217	40561211	1008600036741
4218	40562386	1008600041851
4219	40562966	1008600046155
4220	40563888	33181886
4221	40563983	1008600051036
4222	40564706	1008600055838
4223	40564818	1008600055872
4224	40565491	1008600059456
4225	40565505	1008600059515
4226	40565798	1008600061174
4227	40565887	1008600061255
4228	40566154	1008600062780
4229	40566579	1009600002080
4230	40568041	1009600007029
4231	40568495	1008600046649
4232	40568584	1008600046742
4233	40569307	1008600047783
4234	40569508	1008600048023
4235	40569543	1008600047657
4236	40569572	1008600048045
4237	40569649	1008600048137
4238	40570463	1008600049123
4239	40570598	1008600049307
4240	40570782	1008600049525
4241	40570865	1008600049651
4242	40571066	1008600049949
4243	40571103	1008600050006
4244	40571190	1008600050899
4245	40571273	1008600050051
4246	40571422	1008600050280
4247	40571876	1008600050925
4248	40572031	1008600051195
4249	40572060	1008600051243
4250	40572189	1008600051379
4251	40572350	1008600050774
4252	40572628	1008600051830
4253	40572887	1008600052206
4254	40573059	1008600052480
4255	40573349	1008607005979
4256	40573415	1008607006068
4257	40573556	1008604005222
4258	40573705	1008604005864
4259	40574202	1008605005218
4260	40574610	1008611003893
4261	40574662	1008611003930
4262	40575302	1008606006588
4263	40575785	1008604006388
4264	40575905	1008604006595
4265	40576218	1008608002517
4266	40576483	1008608002849
4267	40576508	1009608000015
4268	40577057	1008602008780
4269	40579642	1009600017651
4270	40579984	33796844
4271	40580125	1008600052789
4272	40580326	1008600053063
4273	40580881	1008600053786
4274	40580906	1008600053812
4275	40581828	1008600055458
4276	40582029	1008600055551
4277	40582118	1008600055713
4278	40582680	1009600019792
4279	40582851	1008600056592
4280	40583106	1008600056927
4281	40583135	1008600056972
4282	40583431	1008600057533
4283	40583543	1008600059238
4284	40583626	1008600057669
4285	40583738	1008600057865
4286	40583902	1008600058149
4287	40584011	1008600058378
4288	40584117	1008600058460
4289	40584229	1008600058622
4290	40584258	1008600058633
4291	40585080	1008600059825
4292	40585186	1008600059973
4293	40585950	1008611004292
4294	40586168	1008602008908
4295	40586180	1008602008919
4296	40586524	1008603005546
4297	40586665	1008604006665
4298	40587015	1008605006042
4299	40587736	1008602009396
4300	40587788	1008602009385
4301	40587959	1008609006464
4302	40588109	1009609000089
4303	40588687	1009603000238
4304	40589095	1009608000129
4305	40589422	1009605000184
4306	40589712	1009607000199
4307	40590038	1009604000198
4308	40590276	1009609000160
4309	40590810	1008600060214
4310	40591494	1008600061303
4311	40591672	1008600061565
4312	40591815	1008600061738
4313	40592192	1008600062296
4314	40592223	1008600062333
4315	40592660	1008600062757
4316	40593010	1009600000293
4317	40593091	1009600000374
4318	40593702	1009600001186
4319	40593820	1009600001359
4320	40594624	1009600002286
4321	40594819	1009600002529
4322	40595049	1009600002873
4323	40595256	1009600003205
4324	40596126	1009603000478
4325	40596310	1009607000546
4326	40596770	1009602001010
4327	40597663	1009605000656
4328	40597930	1009603000858
4329	40598094	1009604000501
4330	40598674	1009611000534
4331	40598823	1009611000844
4332	40599001	1009605000818
4333	40599320	1009606001052
4334	40599685	1009607000948
4335	40600164	1009600003803
4336	40600224	1009600003973
4337	40600460	1009600004257
4338	40600491	1009600004305
4339	40600632	1009600004501
4340	40600690	1009600004604
4341	40600922	1009600004925
4342	40600939	1009600004936
4343	40600974	1009600004970
4344	40601206	1009600005416
4345	40601399	1009600005564
4346	40601420	1009600004637
4347	40601595	1009600007786
4348	40601637	1009600006033
4349	40601821	1009600006321
4350	40602223	1009600005575
4351	40602246	1009600006996
4352	40602269	1009600007018
4353	40602996	1009600008026
4354	40603116	1009600008200
4355	40603228	1009600008255
4356	40603518	1009600008613
4357	40603777	1009600009001
4358	40604015	1009600009333
4359	40604989	1009602001227
4360	40605061	1009602001375
4361	40605144	1009609000768
4362	40605150	1009609000779
4363	40605658	1009604001058
4364	40606184	1009607001277
4365	40606592	1009604001483
4366	40606876	1009605001332
4367	40606929	1009606001351
4368	40607290	1009602001456
4369	40607367	1009602001559
4370	40608272	1009608000749
4371	40608929	1009605001594
4372	40609030	1009604001520
4373	40609142	1009604001690
4374	40609413	1009603001419
4375	40609998	1009606001856
4376	40610276	1009600010478
4377	40610599	1009600011017
4378	40610688	1009600011121
4379	40610725	1009600011176
4380	40610949	1009600011453
4381	40611205	1009600011899
4382	40612351	1009600013468
4383	40613066	1009600014546
4384	40613089	1009600014568
4385	40613402	1009600015082
4386	40613623	1009600015325
4387	40613876	1009600015521
4388	40613936	1009600015680
4389	40614031	1009600015853
4390	40614166	1009600016414
4391	40614232	1009600016034
4392	40614781	1009600016908
4393	40615154	1009600017455
4394	40615197	1009600017499
4395	40615326	1009600017673
4396	40615355	1009600017709
4397	40615480	1009600017905
4398	40615527	1009600017961
4399	40616053	1009605001837
4400	40616649	1009611001612
4401	40617182	1009602002729
4402	40617868	1009602002523
4403	40618537	1009606003355
4404	40619028	1009605002292
4405	40619548	1009608000923
4406	40619577	1009608000956
4407	40620480	1009609001949
4408	40621189	1009607002735
4409	40621456	1009602003173
4410	40622616	1009606004271
4411	40622639	1009606004330
4412	40622734	1009606004488
4413	40622912	1009607003053
4414	40623461	1009603002704
4415	40623550	1009603002818
4416	40624360	1009602003760
4417	40625218	1009600018094
4418	40625394	1009600018304
4419	40625572	1009600018946
4420	40625750	1009600018670
4421	40626011	1009600019035
4422	40626057	1009600019091
4423	40626206	1009600019312
4424	40626436	1009600019699
4425	40626672	1009600020033
4426	40627039	1009600020413
4427	40627097	1009600020505
4428	40627163	1009600021993
4429	40627691	1009600021214
4430	40627878	1009600021487
4431	40627909	1009600021524
4432	40628004	1009600021661
4433	40628205	1009600021926
4434	40628412	1009600022233
4435	40628518	1009600022417
4436	40629417	1009600023447
4437	40629475	1009600023528
4438	40629966	1009600021030
4439	40630018	30774897
4440	40630870	1023606007043
4441	40630892	1009600025016
4442	40631851	1009600028626
4443	40632112	1009600029911
4444	40632862	1009600024868
4445	40633181	1009600025278
4446	40633531	1009600025485
4447	40633659	1009600025979
4448	40633666	1009600026002
4449	40633962	1009600026220
4450	40634080	1009600026415
4451	40634230	1009600026666
4452	40634507	1009600027076
4453	40634559	1009600026622
4454	40634743	1009600027146
4455	40635180	1009600027847
4456	40635352	1009600025980
4457	40635381	1009600028187
4458	40635435	1009600028224
4459	40635501	1009600028350
4460	40635820	1009600028752
4461	40635895	1009600028833
4462	40636044	1009600029036
4463	40636096	1009600029081
4464	40636162	1009600029232
4465	40636653	1009600029863
4466	40636676	1009600029885
4467	40636742	1009600029955
4468	40636950	1009600030056
4469	40636989	1009600030241
4470	40636995	1009600028408
4471	40637813	1009608001584
4472	40637948	1009608001724
4473	40638340	1009606005865
4474	40638445	1009609003323
4475	40638468	1009609003345
4476	40638818	1009602005568
4477	40638824	1009602005616
4478	40639509	1009603003860
4479	40640583	1009609003703
4480	40641157	1009607004980
4481	40641832	1009603004100
4482	40642062	1009602004055
4483	40642292	1009602004387
4484	40642381	1009606004754
4485	40642671	1009608001322
4486	40643363	1009604003524
4487	40643937	1009602004664
4488	40645072	1009602004929
4489	40645126	1009602004941
4490	40645190	1009602005063
4491	40645818	1009609003161
4492	40646344	1009607004359
4493	40646396	1009607004407
4494	40646769	1009604004211
4495	40647289	1009605003875
4496	40647450	1009600030687
4497	40647510	1009600030757
4498	40647609	1009600030861
4499	40647639	1009600030894
4500	40647792	1009600031134
4501	40648047	1009600032234
4502	40648461	1009600032658
4503	40648550	1009600032762
4504	40648573	1009600032795
4505	40648811	1009600033091
4506	40649012	1009600033242
4507	40649041	1009600033297
4508	40649101	1009600033367
4509	40649229	1009600033529
4510	40649383	1009600033817
4511	40649549	1009600034010
4512	40650185	1009600034928
4513	40650200	1009600035132
4514	40650506	1009600035291
4515	40650535	1009600035349
4516	40650558	1009600035361
4517	40650736	1009600035659
4518	40650742	1009600035143
4519	40650952	1009600035914
4520	40651351	1009600036472
4521	40651380	1009600036508
4522	40651479	1009600036656
4523	40651575	1009600036771
4524	40651724	1009600036715
4525	40652132	1009600037398
4526	40652907	1009600038258
4527	40652959	1009600038410
4528	40653025	1009600038524
4529	40653568	1009600039532
4530	40653798	1009600039381
4531	40653982	1009600039657
4532	40654421	1009600040116
4533	40654906	1009600040840
4534	40654958	1009600040910
4535	40655314	1009600041386
4536	40655515	1009600041630
4537	40655656	1009600041847
4538	40655780	1009600042165
4539	40656503	1009600042888
4540	40656549	1009600042925
4541	40656683	1009600043151
4542	40657247	1009600043922
4543	40657394	1009600044099
4544	40658092	1009600033219
4545	40658330	1009600035110
4546	40660835	1010604000071
4547	40660901	1010604000141
4548	40661792	1010608000297
4549	40662521	1010602000066
4550	40662768	1010605000089
4551	40663029	1010602000310
4552	40663058	1010602000343
4553	40664129	1010609000478
4554	40664477	1010604000451
4555	40665175	1010602000697
4556	40665608	1009600044712
4557	40665985	1009600045258
4558	40666281	1009600045649
4559	40666482	1010600000279
4560	40666594	1010600000420
4561	40666631	1010600000453
4562	40666683	1010600000578
4563	40666950	1010600000811
4564	40667091	1010600001014
4565	40667263	1010600001209
4566	40667760	1010600001645
4567	40667903	1010600001977
4568	40668104	1010600002365
4569	40668222	1010600002491
4570	40668676	1010600003166
4571	40668682	1010600003177
4572	40668877	1010600003395
4573	40669017	1010600003432
4574	40669486	1010600004048
4575	40669687	1010600004325
4576	40670265	1010600005182
4577	40670561	1010600007289
4578	40670578	1010600007485
4579	40670963	1010600000073
4580	40671247	1009601000289
4581	40671253	1009601000290
4582	40671655	1009601000267
4583	40671796	1010600004945
4584	40672005	1010600005735
4585	40672235	1010600006606
4586	40672413	1010600007278
4587	40673006	1010600010683
4588	40673482	34433958
4589	40673559	1010600013857
4590	40674369	1023604008194
4591	40674375	1010600016881
4592	40675044	1021601000045
4593	40675084	1023607005046
4594	40675340	1010600021636
4595	40675452	1010600022655
4596	40676434	1010608000541
4597	40677630	1010603001037
4598	40677793	1010602001568
4599	40678462	1010604000761
4600	40678516	1010604000820
4601	40679734	1010609001442
4602	40680163	1010603001163
4603	40680453	1010600005975
4604	40681180	1010600006879
4605	40681375	1010600007108
4606	40681582	1010600007382
4607	40681665	1010600007452
4608	40681725	1010600007544
4609	40681843	1010600007809
4610	40682015	1010600008068
4611	40682239	1010600009009
4612	40682311	1010600009113
4613	40682400	1010600009364
4614	40682630	1010600008736
4615	40682707	1010600008839
4616	40683184	1010600010111
4617	40683210	1010600009685
4618	40683478	1010600010018
4619	40683606	1010600010096
4620	40683629	1010600010258
4621	40683776	1010600010328
4622	40683894	1010600010605
4623	40683960	1010600011277
4624	40683990	1010600012137
4625	40684474	1010600011864
4626	40684801	1010600012447
4627	40684876	1010600012584
4628	40684959	1010600012676
4629	40685152	1010600013606
4630	40687314	1016601000212
4631	40687685	44042013
4632	40687691	1017601000172
4633	40688288	1020600016136
4634	40690115	1010607001138
4635	40690807	1010608000965
4636	40690888	1010608001043
4637	40691592	1010611001090
4638	40691853	1010602002451
4639	40692120	1010603001495
4640	40692338	1010603001750
4641	40692775	1010607001460
4642	40693094	1010602002842
4643	40693160	1010602002912
4644	40694254	1010603002012
4645	40694585	1010602003126
4646	40694685	1010602003274
4647	40695166	1010608001124
4648	40695472	1010600012975
4649	40695495	1010600012517
4650	40695514	1010600013019
4651	40695779	1010600013363
4652	40695839	1010600013444
4653	40696000	1010600013695
4654	40696069	1010600013754
4655	40696106	1010600013846
4656	40697181	1010600015264
4657	40697488	1010600015688
4658	40697494	1010600015699
4659	40698223	1010600016571
4660	40698594	1010600017154
4661	40699895	1010600019033
4662	40700011	1010600019228
4663	40700322	1010600019675
4664	40701296	1010600021038
4665	40701474	1010600021245
4666	40701528	1010600021326
4667	40701617	1010600021500
4668	40701907	1010600020455
4669	40702060	1010600022150
4670	40702172	1010600022323
4671	40702284	1010600022460
4672	40702769	1010600022895
4673	40703295	1010600023652
4674	40703349	1010600023814
4675	40703616	1010600024213
4676	40703906	1010600024589
4677	40704260	1010600024992
4678	40704478	1010600025254
4679	40704939	1010600025900
4680	40705182	1010600026262
4681	40705319	1010600026457
4682	40705331	1010600026491
4683	40705466	1010600026620
4684	40705495	1010600026664
4685	40705561	1010600026745
4686	40706098	1010607001910
4687	40706129	1010607001943
4688	40706678	1010609002461
4689	40706922	1010605001846
4690	40707212	1010604001779
4691	40707726	1010602003791
4692	40707732	1010602003779
4693	40707778	1010602003687
4694	40708424	1010611001827
4695	40708588	1010611001986
4696	40708985	1010606002552
4697	40709464	1010609003033
4698	40709659	1010602004190
4699	40709889	1010603002805
4700	40710361	1010602004606
4701	40710533	1010608001548
4702	40710556	1010608001560
4703	40711107	1010600023010
4704	40711277	1010600024523
4705	40712408	1023607003042
4706	40712489	1010600031693
4707	40712532	1010600032117
4708	40712644	1010600032896
4709	40712851	1023605005019
4710	40713135	1010600035727
4711	40713201	1010600036160
4712	40714034	1023604009397
4713	40714353	1010600043517
4714	40715418	1011600000830
4715	40715447	1011600001181
4716	40715602	1011600001619
4717	40715654	1011600001985
4718	40715752	34536958
4719	40715826	1011600002535
4720	40716493	1010600026860
4721	40716553	1010600026974
4722	40716607	1010600027029
4723	40716719	1010600027155
4724	40716820	1010600027328
4725	40716866	1010600027395
4726	40716955	1010600027502
4727	40717392	1010600028048
4728	40717601	1010600028325
4729	40717707	1010600028406
4730	40717908	1010600028646
4731	40718003	1010600028794
4732	40718374	1010600029584
4733	40718476	1010600029344
4734	40718598	1010600029517
4735	40719439	1010600030814
4736	40719497	1010600030870
4737	40719652	1010600030928
4738	40719735	1010600031040
4739	40719899	1010600031257
4740	40719907	1010600031280
4741	40719965	1010600031350
4742	40720023	1010600031431
4743	40720046	1010600031442
4744	40720158	1010600031590
4745	40720551	1010600032254
4746	40720767	1010600032988
4747	40720845	1010600032405
4748	40720968	1010600032689
4749	40720997	1010600032726
4750	40721028	1010600032553
4751	40721092	1010600032829
4752	40721258	1010606003227
4753	40721399	1010606003593
4754	40721844	1010605002441
4755	40721956	1010605002555
4756	40722200	1010611002101
4757	40722677	1010609003479
4758	40722772	1010602004732
4759	40723180	1010603003330
4760	40723317	1010607002906
4761	40723501	1010607003110
4762	40723576	1010607003198
4763	40723852	1010605003057
4764	40723926	1010602005005
4765	40726020	1010600033011
4766	40726089	1010600033099
4767	40726540	1010600033756
4768	40726735	1010600033952
4769	40726913	1010600034199
4770	40727120	1010600034203
4771	40727157	1010600034498
4772	40727386	1010600034801
4773	40727440	1010600034926
4774	40727505	1010600034960
4775	40727657	1010600035015
4776	40727864	1010600035336
4777	40728094	1010600035691
4778	40728315	1010600035912
4779	40728705	1010600036458
4780	40728941	1010600035956
4781	40729202	1010600037226
4782	40729648	1010600037639
4783	40729917	1010600037983
4784	40730027	1010604002363
4785	40730079	1010604002433
4786	40730180	1010604002558
4787	40731081	1010605003286
4788	40731452	1011602000443
4789	40732144	1010606005726
4790	40732256	1010606006022
4791	40732405	1011606000234
4792	40732457	1010600038430
4793	40732762	1010600038991
4794	40733066	1010600039437
4795	40733244	1010600039482
4796	40733296	1010600039574
4797	40733572	1010600039976
4798	40733675	1010600040103
4799	40733801	1010600040295
4800	40733876	1010600040354
4801	40733907	1010600040398
4802	40734019	1010600040527
4803	40734261	1010600040930
4804	40735378	1010600042392
4805	40735467	1010600042510
4806	40735504	1010600042668
4807	40735556	1010600042886
4808	40735562	1010600042129
4809	40735674	1010600042680
4810	40735728	1010600042749
4811	40735792	1010600042842
4812	40735929	1010600042990
4813	40736165	1010600043274
4814	40736231	1010600043355
4815	40736308	1010600043458
4816	40736350	1010600043506
4817	40736544	1010600043768
4818	40736691	1010607003604
4819	40736969	1010602005980
4820	40737437	1011604000182
4821	40737779	1011611000263
4822	40737868	1011602000199
4823	40738081	1011602000395
4824	40738589	1011603000358
4825	40738885	1011602001015
4826	40739293	1011605000411
4827	40739815	1011611000539
4828	40740056	1010600044330
4829	40740161	1010600044570
4830	40740617	1010600044927
4831	40740907	1010600045315
4832	40741203	1011600002144
4833	40741389	1010600045980
4834	40741443	1010600046035
4835	40741574	1011600000139
4836	40741580	1011600000140
4837	40742160	1011600000933
4838	40742266	1011600000944
4839	40742326	1011600001136
4840	40742482	1011600001387
4841	40742527	1011600001424
4842	40742734	1011600001734
4843	40743292	1011600002661
4844	40743455	1011600002856
4845	40743745	1011600003200
4846	40744124	1011600003668
4847	40744199	1011600003761
4848	40744213	1011600003819
4849	40744302	1011600003989
4850	40744354	1011600004045
4851	40744549	1011600004311
4852	40744744	1011600004920
4853	40744756	1011600005020
4854	40746318	1011604000285
4855	40746407	1011604000388
4856	40746465	1011604000436
4857	40746695	1011602000775
4858	40746703	1011602000797
4859	40747482	1011609000811
4860	40747832	1011605000455
4861	40748263	1011602001185
4862	40748292	1011602001233
4863	40748381	1011602001336
4864	40748671	1011607000998
4865	40748889	1011611000920
4866	40749133	1011603000990
4867	40749280	1011603001171
4868	40749713	1011606001703
4869	40750099	1011609001047
4870	40751058	1011600005721
4871	40751437	1011600006371
4872	40751511	1011600006511
4873	40751615	1011600006522
4874	40751727	1011600006706
4875	40751839	1011600006854
4876	40752098	1011600007231
4877	40752218	1011600007404
4878	40752267	1011600007529
4879	40752394	1011600007699
4880	40752550	1011600007976
4881	40752678	1011600008180
4882	40752767	1011600008445
4883	40752856	1011600008283
4884	40752909	1011600008353
4885	40753117	1011600008618
4886	40753287	1011600008869
4887	40753459	1011600009224
4888	40753525	1011600008939
4889	40753614	1011600009486
4890	40753703	1011600009626
4891	40753873	1011600009936
4892	40753985	1011600010598
4893	40754039	1011600010082
4894	40754051	1011600010129
4895	40754298	1011600010392
4896	40754447	1011600010668
4897	40754737	1011600011045
4898	40754812	1011600011148
4899	40755004	1011600011366
4900	40755122	1011600011506
4901	40755568	1011600012123
4902	40756541	1011600009394
4903	40756564	1011600009534
4904	40756618	1011600009752
4905	40756831	1011600011263
4906	40756937	1011600011528
4907	40757765	1011600017139
4908	40758250	1011600019487
4909	40758362	2125072
4910	40758758	1023607004186
4911	40759048	1011600024117
4912	40759083	1011600024298
4913	40759373	34033403
4914	40759686	1011600027451
4915	40759812	1011600028687
4916	40760376	1011600031520
4917	40760382	1011600031564
4918	40760809	1011600033432
4919	40760910	1011600035322
4920	40761074	1011605000846
4921	40761231	1011605001094
4922	40762582	1011603001285
4923	40762694	1011603001399
4924	40763475	1011604000975
4925	40763512	1011604001019
4926	40763788	1011602002366
4927	40763819	1011602002045
